"Comment[mztab:metadata:assay:id]"	"Comment[mztab:metadata:sample:id]"	"Comment[mztab:metadata:ms_run:id]"	"Comment[mztab:metadata:ms_run:name]"	"Comment[mztab:metadata:ms_run:instrument:id]"	"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Autosampler model]"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Parameter Value[Guard column]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Detector]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Parameter Value[Data file checksum]"	"Parameter Value[Data file checksum type]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Native spectrum identifier format]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Raw data file format]"	"Term Source REF"	"Term Accession Number"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"205"	"205"	"205"	""	""	"M11062207"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"205"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11062207.mzml"	"Metabolite identification"	""	""
"206"	"206"	"206"	""	""	"M11072709"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"206"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11072709.mzml"	"Metabolite identification"	""	""
"207"	"207"	"207"	""	""	"M11051906"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"207"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11051906.mzml"	"Metabolite identification"	""	""
"208"	"208"	"208"	""	""	"M11070609"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"208"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11070609.mzml"	"Metabolite identification"	""	""
"209"	"209"	"209"	""	""	"M11060906"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"209"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11060906.mzml"	"Metabolite identification"	""	""
"210"	"210"	"210"	""	""	"M11050516"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"210"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11050516.mzml"	"Metabolite identification"	""	""
"211"	"211"	"211"	""	""	"M11072011"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"211"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11072011.mzml"	"Metabolite identification"	""	""
"212"	"212"	"212"	""	""	"M11061504"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"212"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11061504.mzml"	"Metabolite identification"	""	""
"213"	"213"	"213"	""	""	"M11062910"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"213"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11062910.mzml"	"Metabolite identification"	""	""
"214"	"214"	"214"	""	""	"M11081305"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"214"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11081305.mzml"	"Metabolite identification"	""	""
"215"	"215"	"215"	""	""	"M11052813"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"215"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11052813.mzml"	"Metabolite identification"	""	""
"216"	"216"	"216"	""	""	"M11072313"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"216"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11072313.mzml"	"Metabolite identification"	""	""
"217"	"217"	"217"	""	""	"M11062903"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"217"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11062903.mzml"	"Metabolite identification"	""	""
"218"	"218"	"218"	""	""	"M11052808"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"218"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11052808.mzml"	"Metabolite identification"	""	""
"219"	"219"	"219"	""	""	"M11060104"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"219"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11060104.mzml"	"Metabolite identification"	""	""
"220"	"220"	"220"	""	""	"M11062206"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"220"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11062206.mzml"	"Metabolite identification"	""	""
"221"	"221"	"221"	""	""	"M11072703"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"221"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11072703.mzml"	"Metabolite identification"	""	""
"222"	"222"	"222"	""	""	"M11052801"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"222"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11052801.mzml"	"Metabolite identification"	""	""
"223"	"223"	"223"	""	""	"M11060109"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"223"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11060109.mzml"	"Metabolite identification"	""	""
"224"	"224"	"224"	""	""	"M11052805"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"224"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11052805.mzml"	"Metabolite identification"	""	""
"225"	"225"	"225"	""	""	"M11051801"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"225"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11051801.mzml"	"Metabolite identification"	""	""
"226"	"226"	"226"	""	""	"M11082010"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"226"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11082010.mzml"	"Metabolite identification"	""	""
"227"	"227"	"227"	""	""	"M11072301"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"227"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11072301.mzml"	"Metabolite identification"	""	""
"228"	"228"	"228"	""	""	"M11050513"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"228"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11050513.mzml"	"Metabolite identification"	""	""
"229"	"229"	"229"	""	""	"M11062503"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"229"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11062503.mzml"	"Metabolite identification"	""	""
"230"	"230"	"230"	""	""	"M11072006"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"230"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11072006.mzml"	"Metabolite identification"	""	""
"231"	"231"	"231"	""	""	"M11052505"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"231"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11052505.mzml"	"Metabolite identification"	""	""
"232"	"232"	"232"	""	""	"M11081708"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"232"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11081708.mzml"	"Metabolite identification"	""	""
"233"	"233"	"233"	""	""	"M11062908"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"233"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11062908.mzml"	"Metabolite identification"	""	""
"234"	"234"	"234"	""	""	"M11060916"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"234"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11060916.mzml"	"Metabolite identification"	""	""
"235"	"235"	"235"	""	""	"M11072004"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"235"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11072004.mzml"	"Metabolite identification"	""	""
"236"	"236"	"236"	""	""	"M11060110"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"236"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11060110.mzml"	"Metabolite identification"	""	""
"237"	"237"	"237"	""	""	"M11050401"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"237"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11050401.mzml"	"Metabolite identification"	""	""
"238"	"238"	"238"	""	""	"M11050511"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"238"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11050511.mzml"	"Metabolite identification"	""	""
"239"	"239"	"239"	""	""	"M11061603"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"239"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11061603.mzml"	"Metabolite identification"	""	""
"240"	"240"	"240"	""	""	"M11061503"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"240"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11061503.mzml"	"Metabolite identification"	""	""
"241"	"241"	"241"	""	""	"M11060105"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"241"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11060105.mzml"	"Metabolite identification"	""	""
"242"	"242"	"242"	""	""	"M11060915"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"242"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11060915.mzml"	"Metabolite identification"	""	""
"243"	"243"	"243"	""	""	"M11073002"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"243"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11073002.mzml"	"Metabolite identification"	""	""
"244"	"244"	"244"	""	""	"M11081311"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"244"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11081311.mzml"	"Metabolite identification"	""	""
"245"	"245"	"245"	""	""	"M11060908"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"245"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11060908.mzml"	"Metabolite identification"	""	""
"246"	"246"	"246"	""	""	"M11072302"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"246"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11072302.mzml"	"Metabolite identification"	""	""
"247"	"247"	"247"	""	""	"M11071306"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"247"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11071306.mzml"	"Metabolite identification"	""	""
"248"	"248"	"248"	""	""	"M11062205"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"248"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11062205.mzml"	"Metabolite identification"	""	""
"249"	"249"	"249"	""	""	"M11073013"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"249"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11073013.mzml"	"Metabolite identification"	""	""
"250"	"250"	"250"	""	""	"M11073010"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"250"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11073010.mzml"	"Metabolite identification"	""	""
"251"	"251"	"251"	""	""	"M11073018"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"251"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11073018.mzml"	"Metabolite identification"	""	""
"252"	"252"	"252"	""	""	"M11072001"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"252"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11072001.mzml"	"Metabolite identification"	""	""
"253"	"253"	"253"	""	""	"M11062914"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"253"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11062914.mzml"	"Metabolite identification"	""	""
"254"	"254"	"254"	""	""	"M11051803"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"254"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11051803.mzml"	"Metabolite identification"	""	""
"255"	"255"	"255"	""	""	"M11062512"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"255"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11062512.mzml"	"Metabolite identification"	""	""
"256"	"256"	"256"	""	""	"M11071303"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"256"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11071303.mzml"	"Metabolite identification"	""	""
"257"	"257"	"257"	""	""	"M11082016"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"257"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11082016.mzml"	"Metabolite identification"	""	""
"258"	"258"	"258"	""	""	"M11072010"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"258"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11072010.mzml"	"Metabolite identification"	""	""
"259"	"259"	"259"	""	""	"M11050411"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"259"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11050411.mzml"	"Metabolite identification"	""	""
"260"	"260"	"260"	""	""	"M11051905"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"260"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11051905.mzml"	"Metabolite identification"	""	""
"261"	"261"	"261"	""	""	"M11073001"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"261"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11073001.mzml"	"Metabolite identification"	""	""
"262"	"262"	"262"	""	""	"M11060204"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"262"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11060204.mzml"	"Metabolite identification"	""	""
"263"	"263"	"263"	""	""	"M11051908"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"263"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11051908.mzml"	"Metabolite identification"	""	""
"264"	"264"	"264"	""	""	"M11052501"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"264"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11052501.mzml"	"Metabolite identification"	""	""
"265"	"265"	"265"	""	""	"M11082004"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"265"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11082004.mzml"	"Metabolite identification"	""	""
"266"	"266"	"266"	""	""	"M11051903"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"266"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11051903.mzml"	"Metabolite identification"	""	""
"267"	"267"	"267"	""	""	"M11062521"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"267"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11062521.mzml"	"Metabolite identification"	""	""
"268"	"268"	"268"	""	""	"M11081714"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"268"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11081714.mzml"	"Metabolite identification"	""	""
"269"	"269"	"269"	""	""	"M11081302"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"269"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11081302.mzml"	"Metabolite identification"	""	""
"270"	"270"	"270"	""	""	"M11072005"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"270"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11072005.mzml"	"Metabolite identification"	""	""
"271"	"271"	"271"	""	""	"M11050415"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"271"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11050415.mzml"	"Metabolite identification"	""	""
"272"	"272"	"272"	""	""	"M11072711"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"272"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11072711.mzml"	"Metabolite identification"	""	""
"273"	"273"	"273"	""	""	"M11070606"	"Extraction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	""	""	""	""	""	""	"id=None cv_label='' cv_accession='' name='' value=''"	""	""	""	""	""	"273"	""	"Data transformation"	""	""	""	""	""	""	""	""	""	""	""	"FILES/m11070606.mzml"	"Metabolite identification"	""	""
